CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
01.917.705/0001-30;AES ELPA SA;AES ELPA;2002-10-14;1997-06-01;2018-09-05;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2018-09-05;19313;Emp. Adm. Part. - Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2002-10-14;PRIVADO HOLDING;SEDE;Av. Dr. Marcos Penteado de Ulhôa Rodrigues, nº 939. Torre II;5 andar Sala 1;Bairro Sítio Tamboré;BARUERI;SP;BRASIL;6460040;11;21957048;11;21952155;ri.aeseletropaulo@aes.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;CLARISSA DELLA NINA SADDOCK ACCORSI;2016-04-01;AV DR MARCOS P DE U RODRIGUES;7º ANDAR;SÍTIO TAMBORE;BARUERI;SP;;6460040;11;21957048;11;21952308;ri.aeselpa@aes.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
04.128.563/0001-10;AES TIETÊ ENERGIA S.A;CIA BRASILIANA DE ENERGIA;2001-06-29;2000-11-06;2021-05-13;ELISÃO POR INCORPORAÇÃO;CANCELADA;2021-05-13;18970;Emp. Adm. Part. - Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2002-10-01;PRIVADO;SEDE;AV. NAçõES UNIDAS, 12.495;12º ANDAR;BROOKLIN PAULISTA;SÃO PAULO;SP;BRASIL;4578000;11;21957048;011;21952155;ciabrasiliana@aes.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;CLARISSA DELLA NINA SADOCK ACCORSI;2017-10-01;AV. NAÇÕES UNIDAS, 12.495;12º ANDAR;BROOKLIN PAULISTA;SÃO PAULO;SP;;4578000;11;41974925;11;41974925;ri.aesbrasil@aes.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
04.128.563/0001-10;AES TIETÊ ENERGIA S.A;CIA BRASILIANA DE ENERGIA;2001-06-29;2000-11-06;2021-05-13;ELISÃO POR INCORPORAÇÃO;CANCELADA;2021-05-13;18970;Emp. Adm. Part. - Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2002-10-01;PRIVADO;SEDE;AV. NAçõES UNIDAS, 12.495;12º ANDAR;BROOKLIN PAULISTA;SÃO PAULO;SP;BRASIL;4578000;11;21957048;011;21952155;ciabrasiliana@aes.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;CLARISSA DELLA NINA SADOCK ACCORSI;2017-10-01;AV. NAÇÕES UNIDAS, 12.495;12º ANDAR;BROOKLIN PAULISTA;SÃO PAULO;SP;;4578000;11;41974925;11;41974925;ri.aesbrasil@aes.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
02.998.609/0001-27;AES TIETE SA;AES TIETE SA;1999-07-14;1999-02-04;2015-12-31;ELISÃO POR INCORPORAÇÃO;CANCELADA;2015-10-26;18350;Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1999-07-14;PRIVADO;SEDE;Av. Doutor Marcos Penteado Ulhôa Rodrigues, nº 939;Torre II;Tamboré;BARUERI;SP;BRASIL;6460040;11;21957048;11;21952155;ri.aestiete@aes.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;FRANCISCO JOSÉ MORANDI LOPEZ;2013-11-30;AV DR MARCOS PENTEADO ULHÔA R;939 TORRE2 7º AND.;SITIO TAMBORÉ;BARUERI;SP;;6460040;11;21952285;11;21952308;ri.aestiete@aes.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
02.998.609/0001-27;AES TIETE SA;AES TIETE SA;1999-07-14;1999-02-04;2015-12-31;ELISÃO POR INCORPORAÇÃO;CANCELADA;2015-10-26;18350;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1999-07-14;PRIVADO;SEDE;Av. Doutor Marcos Penteado Ulhôa Rodrigues, nº 939;Torre II;Tamboré;BARUERI;SP;BRASIL;6460040;11;21957048;11;21952155;ri.aestiete@aes.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;FRANCISCO JOSÉ MORANDI LOPEZ;2013-11-30;AV DR MARCOS PENTEADO ULHÔA R;939 TORRE2 7º AND.;SITIO TAMBORÉ;BARUERI;SP;;6460040;11;21952285;11;21952308;ri.aestiete@aes.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
02.808.481/0001-91;AETATIS SECURITIZADORA S.A.;AETATIS SECURITIZADORA;1998-12-17;1998-09-14;2016-06-24;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2016-06-24;18104;Securitização de Recebíveis;;Categoria B;2010-01-01;FASE OPERACIONAL;2006-08-02;PRIVADO HOLDING;SEDE;Avenida Presidente Juscelino Kubitschek, n° 510;7° andar, parte;Vila Nova Conceição;SÃO PAULO;SP;BRASIL;4543000;011;31275500;11;31275555;jn@hsinvest.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;JORGE CARLOS NUÑEZ;2003-07-11;AV. PRES JUSCELINO KUBITSCHEK,;510,7° ANDAR-PARTE;VILA NOVA CONCEIÇAO;SÃO PAULO;SP;;4543000;11;31275500;11;31275555;jorge.nunez@hsinvest.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
07.620.094/0001-40;AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.;AFLUENTE G;2006-07-12;2005-08-31;2017-11-24;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2017-11-24;20150;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2006-07-12;PRIVADO;SEDE;Rua Leopoldo Couto Magalhães Júnior, 758;conj 31;Itaim Bibi;SÃO PAULO;SP;BRASIL;4542000;11;31477164;11;31477000;ri.afluente@neoenergia.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;TIAGO MANUEL CAETANO RODRIGUES HENRIQUES JORGE;2017-03-17;RUA LEOPOLDO COUTO MAGALHÃES J;758, CJ 31;ITAIM BIBI;SÃO PAULO;SP;;4542000;011;31477164;011;31477000;tiago.rodrigues@contourglobal.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
10.338.320/0001-00;AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A;AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A;2010-09-24;2008-08-18;;;ATIVO;2010-09-24;22179;Energia Elétrica;BOLSA;Categoria A;2010-09-24;FASE OPERACIONAL;2010-09-24;PRIVADO;SEDE;Praia do Flamengo, 78;10º andar;Flamengo;RIO DE JANEIRO;RJ;BRASIL;22210904;21;32359824;21;32359876;ri.afluente@neoenergia.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;RENATO DE ALMEIDA ROCHA;2022-04-26;PRAIA DO FLAMENGO, 78;10º ANDAR;FLAMENGO;RIO DE JANEIRO;RJ;;22210030;21;32359828;21;32359876;ri@neoenergia.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
61.573.796/0001-66;AGF BRASIL SEGUROS SA;AGF BRASIL SEGUROS;1985-04-09;1904-11-01;2005-05-30;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2005-05-30;12343;Seguradoras e Corretoras;;;;;;PRIVADO;SEDE;RUA LUÍS COELHO, 26;;CERQUEIRA CESAR;SÃO PAULO;SP;BRASIL;1309900;11;31716687;0011;31716506;sgraciano@agf.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MAX JOAQUIN ERNESTO THIERMANN WELLER;2003-08-25;RUA LUIS COELHO Nº 26;7º ANDAR;CERQUEIRA CESAR;SÃO PAULO;;;1309900;11;31716856;11;32849936;max.thiermann@agf.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
33.058.793/0001-59;AGGS INDS GRAFICAS SA;AGGS INDS GRAFICAS;1971-05-14;;1987-05-04;ELISÃO POR INCORPORAÇÃO;CANCELADA;1987-05-04;175;Gráficas e Editoras;;;;;;PRIVADO;SEDE;EST DOS BANDEIRANTES 1700 BL A;;;RIO DE JANEIRO;RJ;BRASIL;22700000;21;33420333;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;HELIO PAULO ROSA GONCALVES;1971-05-14;AV PRES WILSON 165/3 S 301-12;;;RIO DE JANEIRO;RJ;;20030000;21;2926116;0021;;;00.033.461/5207-30;GUILHERME HERZOG FILHO
61.442.752/0001-05;AGIP DISTRIBUIDORA SA;CIA PETR SAO PAULO;1975-10-10;;2000-01-14;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;2000-01-14;3921;Petróleo e Gás;;;;;;PRIVADO;SEDE;AV PAULISTA, 2073/2º TER/TR5;;CERQUEIRA CESAR;SÃO PAULO;SP;BRASIL;1311940;11;5740855;11;5758722;;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANIEL FAUNE FONTOLAN;1975-10-10;R LEOPOLDO DE BULHÕES, 40;;VILA CLEMENTINO;SÃO PAULO;SP;;4022020;11;5740855;0011;5738342;;33.017.310/0001-78;RUHTRA S/C
07.698.047/0001-10;AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A;AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A;2007-04-19;2005-08-05;2010-05-28;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2010-05-28;20664;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2010-01-01;;;PRIVADO;SEDE;RUA GOMES DE CARVALHO 1510/6º;;VILA OLIMPIA;SÃO PAULO;SP;BRASIL;4547005;11;3527000;11;35270001;ri@agra.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RICARDO SETTON;2007-02-12;RUA GOMES DE CARVALHO, 1510;6 ANDAR;VILA OLIMPIA;SÃO PAULO;SP;;4547005;11;35270200;11;35270001;rsetton@agra.com.br;00.326.016/0001-99;TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
88.610.324/0001-92;AGRALE SA;AGRALE;1977-07-20;;2000-06-26;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;2000-06-26;183;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;ROD BR 116 KM 145 NR 15104;;SÃO CIRO;CAXIAS DO SUL;RS;BRASIL;95055180;54;2291133;54;2291422;contabil@agrale.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;HUGO DOMINGOS ZATTERA;1977-07-20;ROD BR 116 KM 145, 15104;;SÃO CIRO;SÃO PAULO;SP;;95055180;54;2291133;0054;2291422;juridico@agrale.com.br;44.038.248/0001-17;ARTHUR ANDERSEN BIEDERMANN A I
11.040.082/0001-14;AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA;AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA;2009-12-22;2009-07-16;2010-07-19;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2010-07-19;21911;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2010-01-01;;;PRIVADO;SEDE;RUA GOMES DE CARVALHO, 1510;6º ANDAR;VILA OLIMPIA;SÃO PAULO;SP;BRASIL;4547005;0011;32960100;11;32960401;ri@grupoagre.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RICARDO SETTON;2009-10-15;RUA GOMES DE CARVALHO, 1510;6º ANDAR;VILA OLIMPIA;SÃO PAULO;SP;;4547005;11;32960460;11;32960201;ri@grupoagre.com.br;00.326.016/0001-99;TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
88.070.990/0001-85;AGRILEASING SA ARREND MERC;AGRILEASING;1983-01-24;;1985-09-30;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1985-09-30;191;Arrendamento Mercantil;;;;;;ESTRANGEIRO;SEDE;RUA DOS ANDRADAS, 1261/ 3 AND.;;;PORTO ALEGRE;RS;BRASIL;90000000;0512;2611344;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;OSVALDO BURGOS SCHIRMER;1983-01-24;RUA DOS ANDRADAS, 1261/3 ANDAR;;;PORTO ALEGRE;RS;;90000000;0512;2611344;0512;;;;
09.378.563/0001-92;AGRO PASTORIL CARIRI SA CARIRISA;CARIRISA;1977-07-20;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-08-09;205;Agricultura (Açúcar, Álcool e Cana);;;;;;PRIVADO;SEDE;RUA SEMEAO LEAL 150 SOBRELOJA;;CENTRO;CAMPINA GRANDE;PB;BRASIL;58100080;83;3213690;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALTAMAR MIRANDA;1977-07-20;RUA GERALDO PORTO 160 CATOLE;;;CAMPINA GRANDE;PB;;58100000;83;3218336;0083;;;;
21.240.146/0001-84;AGROGALAXY PARTICIPAÇÕES S.A;AGROGALAXY PARTICIPAÇÕES S.A;2021-03-19;2014-10-02;;;ATIVO;2021-03-19;25658;Comércio (Atacado e Varejo);;Categoria A;2021-03-19;FASE OPERACIONAL;2020-12-31;PRIVADO;SEDE;AVENIDA CIDADE JARDIM, 803;6º ANDAR, CONJ. 62;ITAIM BIBI;SÃO PAULO;SP;;1453000;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSÉ MAURÍCIO MORA PULITI;2020-12-18;AVENIDA CIDADE JARDIM, 803;6º ANDAR, CONJ. 62;ITAIM BIB;SÃO PAULO;SP;;1453000;11;955799254;0;0;ri@agrogalaxy.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
21.444.765/0001-90;AGRONORTE SA;AGRONORTE;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-12-20;221;Agricultura (Açúcar, Álcool e Cana);;;;;;PRIVADO;SEDE;AV AMAZONAS 7700 BAIRRO CABANA;;;BELO HORIZONTE;MG;BRASIL;30510000;31;3331188;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;EZIO SOUZA DE DEUS JUNIOR;1977-07-20;AV. AMAZONAS, 7700;;;BELO HORIZONTE;MG;;30510000;31;3339566;0031;;;61.411.393/0001-10;WALTER HEUER AUDITORES INDEPENDENTES
03.143.716/0001-36;AGROPECUARIA TAMAKAVY SA;TAMAKAVY;1983-09-16;;1988-02-25;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1988-02-25;213;Agricultura (Açúcar, Álcool e Cana);;;;;;PRIVADO;SEDE;FAZ TAMAKAVY S/Nº;;;SÃO FÉLIX DO ARAGUAIA;MT;BRASIL;78670000;11;377657;;;ricado@rmello.adv.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DELPHIM NATARIO;1983-09-16;RUA JACEGUAI, 496;;;SÃO PAULO;SP;;1315000;11;377657;0011;;;54.640.412/0001-15;PAES DE MENEZES AUD INDEP SC
27.157.474/0001-06;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;2021-02-25;2017-02-21;;;ATIVO;2021-02-25;25615;Saneamento, Serv. Água e Gás;BALCÃO ORGANIZADO;Categoria B;2021-02-25;FASE OPERACIONAL;2020-10-13;PRIVADO;SEDE;AVENIDA PROFESSOR CAMILO FILHO, Nº 1.960;;TODOS OS SANTOS;TERESINA;PI;BRASIL;64089040;86;33018000;86;33018000;ri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANDRÉ PIRES DE OLIVEIRA DIAS;2020-01-31;AVENIDA BRIGADEIRO FARIA LIMA,;1º ANDAR, SALA 1;JARDIM PAULISTANO;SÃO PAULO;SP;;1452001;11;38188150;0;0;ri@aegea.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
42.310.775/0001-03;ÁGUAS DO RIO 1 SPE S.A.;ÁGUAS DO RIO 1 SPE S.A.;2022-03-30;2021-05-26;;;ATIVO;2022-03-30;26735;Saneamento, Serv. Água e Gás;;Categoria B;2021-11-04;FASE OPERACIONAL;2021-11-04;PRIVADO;SEDE;AVENIDA BARÃO DE TEFÉ, Nº 34, SALA 701;;SAÚDE;RIO DE JANEIRO;RJ;;20220460;11;38188150;;;ri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANSELMO HENRIQUE SETO LEAL;2022-03-19;AV. BARÃO DE TEFÉ, Nº34;SALA 701;SAÚDE;RIO DE JANEIRO;RJ;;20220903;21;38188150;0;0;ri@aegea.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
42.644.220/0001-06;ÁGUAS DO RIO 4 SPE S.A.;ÁGUAS DO RIO 4 SPE S.A.;2022-03-30;2021-05-26;;;ATIVO;2022-03-30;26743;Saneamento, Serv. Água e Gás;;Categoria B;2021-11-05;FASE OPERACIONAL;2021-11-04;PRIVADO;SEDE;AVENIDA BARãO DE TEFé, 34;SALA 701;SAúDE;RIO DE JANEIRO;RJ;;20220460;11;38188150;;;ri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANSELMO HENRIQUE SETO LEAL;2022-03-18;AVENIDA BARÃO DE TEFÉ Nº34;SALA 701;SAÚDE;RIO DE JANEIRO;RJ;;20220460;21;38188150;0;0;ri@aegea.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
04.089.570/0001-50;AGUAS GUARIROBA S.A.;AGUAS GUARIROBA S.A;2014-08-06;2000-09-29;;;ATIVO;2014-08-06;23442;Saneamento, Serv. Água e Gás;BALCÃO ORGANIZADO;Categoria B;2014-08-06;FASE OPERACIONAL;2014-06-03;PRIVADO;SEDE;Rua Antonio Maria Coelho;n.º 5401;Santa Fé;CAMPO GRANDE;MS;BRASIL;79021170;67;33895748;;;ri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANDRÉ PIRES DE OLIVEIRA DIAS;2020-11-10;AV BRIGADEIRO FARIA LIMA,1663;ED. PLAZA SÃO LOUR;JARDIM PAULISTANO;SÃO PAULO;SP;;1452001;11;38188150;11;38188166;ri@aegea.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
09.594.796/0001-22;AGV HOLDING S/A;AGV HOLDING S/A;2009-11-05;1998-10-23;2014-03-10;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2014-03-10;21806;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2010-01-01;FASE OPERACIONAL;2009-11-05;PRIVADO;SEDE;Estrada Vinhedo Viracopos KM 4, S/Nº;;Distrito Industrial;VINHEDO;SP;BRASIL;13280000;19;38768402;19;38769007;mario.murano@agv.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;VASCO CARVALHO OLIVEIRA NETO;2008-11-19;RUA EDGARD MARCHIORI, 255;;DISTRITO INDUSTRIAL;VINHEDO;SP;;13280000;19;38769049;19;38769007;vasco@agv.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
60.830.296/0001-08;AIR LIQUIDE;OXIGENIO DO BRASIL;1970-09-17;;1998-11-19;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;1998-11-19;9288;Outras Atividades Industriais;;;;;;ESTRANGEIRO;SEDE;PRACA NAMI JAFET, 44;;;SÃO PAULO;SP;BRASIL;4205900;11;2742033;11;2722310;;DIRETOR DE RELAÇÕES COM INVESTIDORES;FRANCOIS DANIEL M LAFEUILLE;1970-09-17;PRACA NAMI JAFET, 44;;;SÃO PAULO;SP;;4205000;11;2742033;0011;;;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
56.994.791/0001-77;AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES SA;AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES;1998-11-27;1997-01-06;2007-11-13;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2007-11-13;17957;Emp. Adm. Part. - Sem Setor Principal;;;;;;PRIVADO;SEDE;AVENIDA DOS BANDEIRANTES 2040;;VILA OLIMPIA;SÃO PAULO;SP;BRASIL;4553003;11;55064322;11;55069700;mirafiori@mirafiori.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARIO YOLETTE FREITAS CARNEIRO;1998-11-27;AV MIN GABRIEL  R.  PASSOS 92;;MOEMA;SÃO PAULO;SP;;4521020;11;30483000;11;55069700;;60.902.798/0001-99;TRÍADE AUDITORES INDEPENDENTES
02.783.422/0001-06;ALBAE PARTICIPACOES SA;ALBAE PARTICIPACÕES S.A.;1998-12-10;1998-09-14;2002-05-15;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;2002-05-15;18074;Emp. Adm. Participações;;;;;;PRIVADO HOLDING;SEDE;AV. BRIGADEIRO FARIA LIMA, 372;9-7º ANDAR;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4538905;11;30495529;11;30495511;valdo.gomes@gp.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANTONIO CARLOS A. RIBEIRO BONCHRISTIANO;1998-12-10;AV. BRIGADEIRO FARIA LIMA, 372;9-7.ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538905;11;30495582;11;30495511;mara.elisa@gp.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
57.912.396/0001-60;ALBATROZ SA;ALBATROZ SA;1987-11-05;;1990-12-27;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1990-12-27;13242;Emp. Adm. Participações;;;;;;PRIVADO;SEDE;AV PAULISTA 2100;;;SÃO PAULO;SP;BRASIL;1310000;11;2517211;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;EZRA SAFRA;1987-11-05;AV PAULISTA 2100 PISO AUGUSTA;;;SÃO PAULO;SP;;1310000;11;2517211;0011;;;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
08.240.673/0001-20;ALCALIS RIO GRANDE DO NORTE SA;ALCALIS;1995-07-28;1974-10-30;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2010-01-04;15067;Petroquímicos e Borracha;;Categoria A;2010-01-01;;;PRIVADO;SEDE;RODOVIA RN 118, KM 1;;;MACAU;RN;BRASIL;59500000;84;5211116;84;5211157;alcalis.macau@uol.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;AUGUSTO TASSO FRAGOSO PIRES;1995-07-28;AV VENEZUELA 110;;;RIO DE JANEIRO;RJ;;20081310;21;2275020;21;2533176;;00.063.091/6667-00;ANDRÉ LUIZ TINOCO DE SÁ
60.561.800/0001-03;ALCAN ALUMINIO DO BRASIL SA;ALCAN;1983-11-11;;1987-07-28;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1987-07-28;256;Metalurgia e Siderurgia;;;;;;ESTRANGEIRO;SEDE;AV PAULISTA 1106 11 A 15 ANDAR;;;SÃO PAULO;SP;BRASIL;1310000;11;2520722;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;SERGIO R.C.DE ALBUQUERQUE;1983-11-11;RUA BOA VISTA, 185/5 ANDAR;;;SÃO PAULO;SP;;1014000;11;2390711;0011;;;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
23.637.697/0001-01;ALCOA ALUMINIO SA;ALCOA ALUMINIO;1981-10-20;;1993-10-19;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1993-10-19;264;Metalurgia e Siderurgia;;;;;;ESTRANGEIRO;SEDE;AV MARIA COELHO AGUIAR 215 BLC;;;SÃO PAULO;SP;BRASIL;5805000;35;5456376;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;RODRIGO THOMAZ SCOTTI MUZZI;1981-10-20;AV MARIA COELHO AGUIAR,215BL.C;;;SÃO PAULO;SP;;5804000;11;5456376;0011;;;44.038.248/0001-17;ARTHUR ANDERSEN BIEDERMANN A I
17.167.396/0001-69;ALFA HOLDINGS SA;ALFA HOLDINGS;1977-07-20;1969-08-11;;;ATIVO;1977-07-20;9954;Emp. Adm. Part. - Intermediação Financeira;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO HOLDING;SEDE;ALAMEDA SANTOS, 466;2° ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;BRASIL;1418000;11;31755493;11;31755026;marco.aurelio@bancoalfa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCO AURELIO NETO ARNES;2009-04-13;ALAMEDA SANTOS, 466;2º ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;;1418000;11;31755493;11;31755000;marco.aurelio@bancoalfa.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
15.167.984/0001-77;ALFA NORDESTE SA INDUSTRIA DO VESTUARIO;ALFRED NORDESTE;1980-11-17;;2007-11-13;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2007-11-13;272;Têxtil e Vestuário;;;;;;PRIVADO;SEDE;RUA AGRARIO DE MENEZES, 15-B;6º ANDAR;SEDE;SALVADOR;BA;BRASIL;40445041;71;2264251;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;MIGUEL SEHBE FILHO;1980-11-17;RUA AGRARIO DE MENEZES, 15-B;;;SALVADOR;BA;;40000000;71;2264251;0071;;;87.729.190/0001-60;BOCK & CIA  AUDITORES S/C
92.689.173/0001-87;ALFRED SA COMERCIO DO VESTUARIO;LOJAS ALFRED;1982-01-22;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-08-09;280;Têxtil e Vestuário;;;;;;PRIVADO;SEDE;R MAL. FLORIANO 889;;CENTRO;CAXIAS DO SUL;RS;BRASIL;95020370;54;2233066;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARLOS CASAGRANDE SEHBE;1982-01-22;AV MAL. FLORIANO, 889;;CENTRO;CAXIAS DO SUL;RS;;95020370;54;2233066;54;2218655;;87.729.190/0001-60;BOCK & CIA  AUDITORES S/C
